density	taxon	op	length	qualifier	sample	comment	unit
336.8	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1266		cells/L
63.2	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1331		cells/L
147.4	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1332		cells/L
126.3	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1472		cells/L
42.2	Nitzschia leavissima						cells/L
294.7	Nitzschia leavissima				ICE11-330		cells/L
15.3	Nitzschia leavissima				ICE11-331		cells/L
42.2	Nitzschia leavissima				ICE11-333		cells/L
63.2	Nitzschia leavissima						cells/L
252.6	Nitzschia leavissima				ICE11-667		cells/L
84.2	Nitzschia leavissima				ICE11-879		cells/L
63.2	Nitzschia leavissima				ICE11-881		cells/L
21.5	Nitzschia leavissima				ICE11-864		cells/L
147.4	Nitzschia leavissima				ICE11-994		cells/L
21.5	Nitzschia leavissima				ICE11-995		cells/L
42.2	Nitzschia leavissima				ICE11-1059		cells/L
21.5	Nitzschia leavissima				ICE11-1062		cells/L
21.5	Nitzschia leavissima				ICE11-1134		cells/L
63.2	Nitzschia leavissima				ICE11-1263		cells/L
21.5	Nitzschia leavissima				ICE11-1264		cells/L
21.5	Nitzschia leavissima				ICE11-1266		cells/L
42.2	Nitzschia leavissima				ICE11-1331		cells/L
21.5	Nitzschia leavissima				ICE11-1332		cells/L
21.5	Nitzschia leavissima				ICE11-1403		cells/L
42.2	Nitzschia leavissima				ICE11-1472		cells/L
42.2	Thalassiosira bioculata				ICE11-96		cells/L
315.8	Thalassiosira bioculata				ICE11-175		cells/L
42.2	Thalassiosira bioculata				ICE11-330		cells/L
126.3	Thalassiosira bioculata				ICE11-331		cells/L
15.3	Thalassiosira bioculata				ICE11-332		cells/L
84.2	Thalassiosira bioculata				ICE11-333		cells/L
126.3	Thalassiosira bioculata				ICE11-334		cells/L
126.3	Thalassiosira bioculata						cells/L
84.2	Thalassiosira bioculata				ICE11-667		cells/L
147.4	Thalassiosira bioculata				ICE11-776		cells/L
336.8	Thalassiosira bioculata				ICE11-777		cells/L
189.5	Thalassiosira bioculata				ICE11-778		cells/L
42.2	Thalassiosira bioculata				ICE11-745		cells/L
147.4	Thalassiosira bioculata						cells/L
378.9	Thalassiosira bioculata				ICE11-879		cells/L
421.5	Thalassiosira bioculata				ICE11-880		cells/L
84.2	Thalassiosira bioculata				ICE11-881		cells/L
147.4	Thalassiosira bioculata				ICE11-864		cells/L
315.8	Thalassiosira bioculata				ICE11-945		cells/L
715.8	Thalassiosira bioculata				ICE11-947		cells/L
84.2	Thalassiosira bioculata				ICE11-930		cells/L
42.2	Thalassiosira bioculata				ICE11-993		cells/L
15.3	Thalassiosira bioculata				ICE11-994		cells/L
126.3	Thalassiosira bioculata				ICE11-995		cells/L
147.4	Thalassiosira bioculata				ICE11-996		cells/L
42.2	Thalassiosira bioculata				ICE11-1058		cells/L
147.4	Thalassiosira bioculata				ICE11-1059		cells/L
273.7	Thalassiosira bioculata				ICE11-1060		cells/L
147.4	Thalassiosira bioculata				ICE11-1061		cells/L
15.3	Thalassiosira bioculata				ICE11-1062		cells/L
21.5	Thalassiosira bioculata				ICE11-1131		cells/L
736.8	Thalassiosira bioculata				ICE11-1132		cells/L
336.8	Thalassiosira bioculata				ICE11-1133		cells/L
526.3	Thalassiosira bioculata				ICE11-1134		cells/L
63.2	Thalassiosira bioculata				ICE11-1196		cells/L
42.2	Thalassiosira bioculata				ICE11-1197		cells/L
147.4	Thalassiosira bioculata				ICE11-1198		cells/L
189.5	Thalassiosira bioculata				ICE11-1199		cells/L
21.5	Thalassiosira bioculata				ICE11-1200		cells/L
42.2	Thalassiosira bioculata				ICE11-1262		cells/L
126.3	Thalassiosira bioculata				ICE11-1263		cells/L
42.2	Thalassiosira bioculata				ICE11-1264		cells/L
15.3	Thalassiosira bioculata				ICE11-1265		cells/L
336.8	Thalassiosira bioculata				ICE11-1266		cells/L
273.7	Thalassiosira bioculata				ICE11-1329		cells/L
189.5	Thalassiosira bioculata				ICE11-1330		cells/L
42.2	Thalassiosira bioculata				ICE11-1331		cells/L
631.6	Thalassiosira bioculata				ICE11-1332		cells/L
147.4	Thalassiosira bioculata				ICE11-1401		cells/L
294.7	Thalassiosira bioculata				ICE11-1472		cells/L
84.2	Odentella aurita				ICE11-879		cells/L
357.9	Odentella aurita				ICE11-864		cells/L
378.9	Odentella aurita				ICE11-930		cells/L
442.2	Odentella aurita				ICE11-1060		cells/L
55.3	Odentella aurita				ICE11-1061		cells/L
15.3	Odentella aurita				ICE11-1265		cells/L
15.3	Odentella aurita				ICE11-1331		cells/L
42.2	Odentella aurita				ICE11-1399		cells/L
84.2	Odentella aurita				ICE11-1401		cells/L
21.5	Odentella aurita				ICE11-1402		cells/L
21.5	Odentella aurita				ICE11-1403		cells/L
168.4	Odentella aurita				ICE11-1472		cells/L
4	Pseudo-nitzschia sp.			Seriata complex	ICE11-330		cells/L
357.9	Pseudo-nitzschia sp.			Seriata complex	ICE11-776		cells/L
168.4	Pseudo-nitzschia sp.			Seriata complex	ICE11-777		cells/L
336.8	Pseudo-nitzschia sp.			Seriata complex	ICE11-745		cells/L
378.9	Pseudo-nitzschia sp.			Seriata complex	ICE11-879		cells/L
42.2	Pseudo-nitzschia sp.			Seriata complex	ICE11-880		cells/L
21.5	Pseudo-nitzschia sp.			Seriata complex	ICE11-881		cells/L
63.2	Pseudo-nitzschia sp.			Seriata complex	ICE11-864		cells/L
84.2	Pseudo-nitzschia sp.			Seriata complex	ICE11-945		cells/L
15.3	Pseudo-nitzschia sp.			Seriata complex	ICE11-947		cells/L
884.2	Pseudo-nitzschia sp.			Seriata complex	ICE11-994		cells/L
55.3	Pseudo-nitzschia sp.			Seriata complex	ICE11-1061		cells/L
84.2	Pseudo-nitzschia sp.			Seriata complex	ICE11-1131		cells/L
147.4	Pseudo-nitzschia sp.			Seriata complex	ICE11-1132		cells/L
189.5	Pseudo-nitzschia sp.			Seriata complex	ICE11-1133		cells/L
378.9	Pseudo-nitzschia sp.			Seriata complex	ICE11-1134		cells/L
42.2	Pseudo-nitzschia sp.			Seriata complex	ICE11-1196		cells/L
547.4	Pseudo-nitzschia sp.			Seriata complex	ICE11-1199		cells/L
189.5	Pseudo-nitzschia sp.			Seriata complex	ICE11-1200		cells/L
126.3	Pseudo-nitzschia sp.			Seriata complex	ICE11-1262		cells/L
1684.2	Pseudo-nitzschia sp.			Seriata complex	ICE11-1263		cells/L
152.6	Pseudo-nitzschia sp.			Seriata complex	ICE11-1264		cells/L
631.6	Pseudo-nitzschia sp.			Seriata complex	ICE11-1265		cells/L
84.2	Pseudo-nitzschia sp.			Seriata complex	ICE11-1266		cells/L
252.6	Pseudo-nitzschia sp.			Seriata complex	ICE11-1328		cells/L
357.9	Pseudo-nitzschia sp.			Seriata complex	ICE11-1329		cells/L
252.6	Pseudo-nitzschia sp.			Seriata complex	ICE11-1330		cells/L
568.4	Pseudo-nitzschia sp.			Seriata complex	ICE11-1331		cells/L
55.3	Pseudo-nitzschia sp.			Seriata complex	ICE11-1332		cells/L
463.2	Pseudo-nitzschia sp.			Seriata complex	ICE11-1399		cells/L
926.3	Pseudo-nitzschia sp.			Seriata complex	ICE11-1401		cells/L
2189.5	Pseudo-nitzschia sp.			Seriata complex	ICE11-1402		cells/L
1536.8	Pseudo-nitzschia sp.			Seriata complex	ICE11-1403		cells/L
315.8	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-175		cells/L
168.4	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-252		cells/L
463.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-334		cells/L
84.2	Pseudo-nitzschia sp.			Delicatissima complex			cells/L
1136.8	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-667		cells/L
84.2	Pseudo-nitzschia sp.			Delicatissima complex			cells/L
126.3	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-879		cells/L
84.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-880		cells/L
147.4	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-881		cells/L
42.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-864		cells/L
15.3	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-945		cells/L
252.6	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-947		cells/L
273.7	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-930		cells/L
42.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-994		cells/L
378.9	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-995		cells/L
442.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-996		cells/L
84.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1060		cells/L
568.4	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1061		cells/L
463.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1062		cells/L
189.5	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1131		cells/L
694.7	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1132		cells/L
336.8	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1133		cells/L
126.3	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1134		cells/L
168.4	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1196		cells/L
55.3	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1198		cells/L
126.3	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1199		cells/L
378.9	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1200		cells/L
168.4	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1264		cells/L
378.9	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1265		cells/L
189.5	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1266		cells/L
84.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1328		cells/L
84.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1329		cells/L
273.7	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1330		cells/L
589.5	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1331		cells/L
126.3	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1332		cells/L
42.2	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1401		cells/L
631.6	Pseudo-nitzschia sp.			Delicatissima complex	ICE11-1472		cells/L
small "	Pseudo-nitzschia sp.			"short	ICE11-34		cells/L
126.3	Pseudo-nitzschia sp.			"short	ICE11-947		cells/L
294.7	Pseudo-nitzschia sp.			"short	ICE11-992		cells/L
252.6	Pseudo-nitzschia sp.			"short	ICE11-994		cells/L
168.4	Pseudo-nitzschia sp.			"short	ICE11-1132		cells/L
21.5	Pseudo-nitzschia sp.			"short	ICE11-1134		cells/L
294.7	Pseudo-nitzschia sp.			"short	ICE11-1200		cells/L
252.6	Pseudo-nitzschia sp.			"short	ICE11-1264		cells/L
147.4	Pseudo-nitzschia sp.			"short	ICE11-1331		cells/L
294.7	Pseudo-nitzschia sp.			"short	ICE11-1332		cells/L
442.2	Eucampia groenlandica						cells/L
21.5	Eucampia groenlandica				ICE11-331		cells/L
273.7	Eucampia groenlandica				ICE11-332		cells/L
84.2	Eucampia groenlandica				ICE11-333		cells/L
294.7	Eucampia groenlandica				ICE11-334		cells/L
168.4	Eucampia groenlandica						cells/L
168.4	Eucampia groenlandica				ICE11-667		cells/L
4	Eucampia groenlandica				ICE11-776		cells/L
126.3	Eucampia groenlandica				ICE11-777		cells/L
4	Eucampia groenlandica				ICE11-745		cells/L
147.4	Eucampia groenlandica				ICE11-879		cells/L
463.2	Eucampia groenlandica				ICE11-880		cells/L
421.5	Eucampia groenlandica				ICE11-881		cells/L
336.8	Eucampia groenlandica				ICE11-945		cells/L
336.8	Eucampia groenlandica				ICE11-947		cells/L
926.3	Eucampia groenlandica				ICE11-930		cells/L
15.3	Eucampia groenlandica				ICE11-992		cells/L
673.7	Eucampia groenlandica				ICE11-993		cells/L
336.8	Eucampia groenlandica				ICE11-994		cells/L
231.6	Eucampia groenlandica				ICE11-995		cells/L
315.8	Eucampia groenlandica				ICE11-996		cells/L
84.2	Eucampia groenlandica				ICE11-1058		cells/L
673.7	Eucampia groenlandica				ICE11-1059		cells/L
463.2	Eucampia groenlandica				ICE11-1060		cells/L
126.3	Eucampia groenlandica				ICE11-1061		cells/L
547.4	Eucampia groenlandica				ICE11-1062		cells/L
484.2	Eucampia groenlandica				ICE11-1132		cells/L
694.7	Eucampia groenlandica				ICE11-1133		cells/L
231.6	Eucampia groenlandica				ICE11-1198		cells/L
378.9	Eucampia groenlandica				ICE11-1199		cells/L
231.6	Eucampia groenlandica				ICE11-1200		cells/L
84.2	Eucampia groenlandica				ICE11-1263		cells/L
21.5	Eucampia groenlandica				ICE11-1264		cells/L
294.7	Eucampia groenlandica				ICE11-1265		cells/L
442.2	Eucampia groenlandica				ICE11-1266		cells/L
273.7	Eucampia groenlandica				ICE11-1330		cells/L
273.7	Eucampia groenlandica				ICE11-1331		cells/L
526.3	Eucampia groenlandica				ICE11-1332		cells/L
463.2	Eucampia groenlandica				ICE11-1401		cells/L
484.2	Eucampia groenlandica				ICE11-1402		cells/L
21.5	Eucampia groenlandica				ICE11-1403		cells/L
55.3	Eucampia groenlandica				ICE11-1472		cells/L
63.2	Pleurosigma stuxbergii				ICE11-252		cells/L
15.3	Pleurosigma stuxbergii						cells/L
126.3	Pleurosigma stuxbergii				ICE11-330		cells/L
15.3	Pleurosigma stuxbergii				ICE11-331		cells/L
147.4	Pleurosigma stuxbergii				ICE11-332		cells/L
21.5	Pleurosigma stuxbergii				ICE11-333		cells/L
63.2	Pleurosigma stuxbergii				ICE11-334		cells/L
63.2	Pleurosigma stuxbergii						cells/L
21.5	Pleurosigma stuxbergii				ICE11-418		cells/L
547.4	Pleurosigma stuxbergii				ICE11-667		cells/L
21.5	Pleurosigma stuxbergii				ICE11-745		cells/L
63.2	Pleurosigma stuxbergii				ICE11-879		cells/L
189.5	Pleurosigma stuxbergii				ICE11-880		cells/L
21.5	Pleurosigma stuxbergii				ICE11-881		cells/L
42.2	Pleurosigma stuxbergii				ICE11-947		cells/L
42.2	Pleurosigma stuxbergii				ICE11-1059		cells/L
21.5	Pleurosigma stuxbergii				ICE11-1061		cells/L
21.5	Pleurosigma stuxbergii				ICE11-1131		cells/L
42.2	Pleurosigma stuxbergii				ICE11-1133		cells/L
21.5	Pleurosigma stuxbergii				ICE11-1196		cells/L
21.5	Pleurosigma stuxbergii				ICE11-1198		cells/L
21.5	Pleurosigma stuxbergii				ICE11-1199		cells/L
63.2	Pleurosigma stuxbergii				ICE11-1264		cells/L
63.2	Pleurosigma stuxbergii				ICE11-1265		cells/L
21.5	Pleurosigma stuxbergii				ICE11-1266		cells/L
15.3	Pleurosigma stuxbergii				ICE11-1328		cells/L
21.5	Pleurosigma stuxbergii				ICE11-1329		cells/L
21.5	Pleurosigma stuxbergii				ICE11-1331		cells/L
42.2	Pleurosigma stuxbergii				ICE11-1332		cells/L
42.2	Pleurosigma stuxbergii				ICE11-1401		cells/L
21.5	Pleurosigma stuxbergii				ICE11-1402		cells/L
42.2	Pleurosigma stuxbergii				ICE11-1403		cells/L
195.3	Navicula septentrionalis				ICE11-667		cells/L
821.5	Navicula septentrionalis				ICE11-879		cells/L
168.4	Navicula septentrionalis				ICE11-880		cells/L
15.3	Navicula septentrionalis				ICE11-881		cells/L
126.3	Navicula septentrionalis				ICE11-864		cells/L
1221.5	Navicula septentrionalis				ICE11-945		cells/L
2126.3	Navicula septentrionalis				ICE11-996		cells/L
1621.5	Navicula septentrionalis				ICE11-1198		cells/L
336.8	Navicula septentrionalis				ICE11-1200		cells/L
1242.2	Navicula septentrionalis				ICE11-1262		cells/L
11.5	Navicula septentrionalis				ICE11-1263		cells/L
294.7	Navicula septentrionalis				ICE11-1264		cells/L
1578.9	Navicula septentrionalis				ICE11-1265		cells/L
252.6	Navicula septentrionalis				ICE11-1328		cells/L
1852.6	Navicula septentrionalis				ICE11-1329		cells/L
589.5	Navicula septentrionalis				ICE11-1330		cells/L
215.3	Navicula septentrionalis				ICE11-1399		cells/L
135.3	Navicula septentrionalis				ICE11-1401		cells/L
21.5	Navicula septentrionalis				ICE11-1402		cells/L
189.5	Navicula septentrionalis				ICE11-1403		cells/L
1263.2	Navicula septentrionalis				ICE11-1472		cells/L
63.2	Chaetoceros atlanticus				ICE11-880		cells/L
21.5	Dictyocha speculum				ICE11-334		cells/L
21.5	Dictyocha speculum				ICE11-777		cells/L
21.5	Dictyocha speculum				ICE11-778		cells/L
42.2	Dictyocha speculum				ICE11-881		cells/L
21.5	Dictyocha speculum				ICE11-995		cells/L
21.5	Dictyocha speculum				ICE11-1059		cells/L
21.5	Dictyocha speculum				ICE11-1061		cells/L
21.5	Dictyocha speculum				ICE11-1062		cells/L
42.2	Dictyocha speculum				ICE11-1133		cells/L
21.5	Dictyocha speculum				ICE11-1198		cells/L
21.5	Dictyocha speculum				ICE11-1199		cells/L
21.5	Dictyocha speculum				ICE11-1200		cells/L
21.5	Dictyocha speculum				ICE11-1266		cells/L
42.2	Dictyocha speculum				ICE11-1332		cells/L
21.5	Dictyocha speculum				ICE11-1402		cells/L
42.2	Dictyocha speculum				ICE11-1403		cells/L
589.5	Phaeocystis pouchetii			colonies	ICE11-175		cells/L
547.4	Phaeocystis pouchetii			colonies	ICE11-252		cells/L
294.7	Phaeocystis pouchetii			colonies			cells/L
231.6	Phaeocystis pouchetii			colonies	ICE11-330		cells/L
21.5	Phaeocystis pouchetii			colonies	ICE11-331		cells/L
84.2	Phaeocystis pouchetii			colonies	ICE11-332		cells/L
4	Phaeocystis pouchetii			colonies	ICE11-333		cells/L
61.5	Phaeocystis pouchetii			colonies	ICE11-334		cells/L
168.4	Phaeocystis pouchetii			colonies			cells/L
21.5	Phaeocystis pouchetii			colonies	ICE11-418		cells/L
42.2	Phaeocystis pouchetii			colonies	ICE11-667		cells/L
63.2	Phaeocystis pouchetii			colonies	ICE11-776		cells/L
42.2	Phaeocystis pouchetii			colonies	ICE11-777		cells/L
15.3	Phaeocystis pouchetii			colonies	ICE11-778		cells/L
294.7	Phaeocystis pouchetii			colonies	ICE11-745		cells/L
21.5	Phaeocystis pouchetii			colonies	ICE11-879		cells/L
84.2	Phaeocystis pouchetii			colonies	ICE11-880		cells/L
21.5	Phaeocystis pouchetii			colonies	ICE11-881		cells/L
15.3	Phaeocystis pouchetii			colonies	ICE11-864		cells/L
484.2	Phaeocystis pouchetii			colonies	ICE11-945		cells/L
147.4	Phaeocystis pouchetii			colonies	ICE11-947		cells/L
84.2	Phaeocystis pouchetii			colonies	ICE11-930		cells/L
189.5	Phaeocystis pouchetii			colonies	ICE11-994		cells/L
126.3	Phaeocystis pouchetii			colonies	ICE11-995		cells/L
357.9	Phaeocystis pouchetii			colonies	ICE11-996		cells/L
21.5	Phaeocystis pouchetii			colonies	ICE11-1058		cells/L
252.6	Phaeocystis pouchetii			colonies	ICE11-1059		cells/L
336.8	Phaeocystis pouchetii			colonies	ICE11-1060		cells/L
21.5	Phaeocystis pouchetii			colonies	ICE11-1061		cells/L
652.6	Phaeocystis pouchetii			colonies	ICE11-1062		cells/L
147.4	Phaeocystis pouchetii			colonies	ICE11-1130		cells/L
147.4	Phaeocystis pouchetii			colonies	ICE11-1131		cells/L
252.6	Phaeocystis pouchetii			colonies	ICE11-1132		cells/L
652.6	Phaeocystis pouchetii			colonies	ICE11-1133		cells/L
736.8	Phaeocystis pouchetii			colonies	ICE11-1134		cells/L
42.2	Phaeocystis pouchetii			colonies	ICE11-1196		cells/L
42.2	Phaeocystis pouchetii			colonies	ICE11-1197		cells/L
336.8	Phaeocystis pouchetii			colonies	ICE11-1198		cells/L
336.8	Phaeocystis pouchetii			colonies	ICE11-1199		cells/L
273.7	Phaeocystis pouchetii			colonies	ICE11-1200		cells/L
147.4	Phaeocystis pouchetii			colonies	ICE11-1263		cells/L
21.5	Phaeocystis pouchetii			colonies	ICE11-1264		cells/L
547.4	Phaeocystis pouchetii			colonies	ICE11-1265		cells/L
21.5	Phaeocystis pouchetii			colonies	ICE11-1266		cells/L
21.5	Phaeocystis pouchetii			colonies	ICE11-1328		cells/L
168.4	Phaeocystis pouchetii			colonies	ICE11-1329		cells/L
673.7	Phaeocystis pouchetii			colonies	ICE11-1330		cells/L
84.2	Phaeocystis pouchetii			colonies	ICE11-1331		cells/L
11.5	Phaeocystis pouchetii			colonies	ICE11-1332		cells/L
126.3	Phaeocystis pouchetii			colonies	ICE11-1399		cells/L
126.3	Phaeocystis pouchetii			colonies	ICE11-1401		cells/L
294.7	Phaeocystis pouchetii			colonies	ICE11-1402		cells/L
442.2	Phaeocystis pouchetii			colonies	ICE11-1403		cells/L
84.2	Phaeocystis pouchetii			colonies	ICE11-1472		cells/L
42.2	Protoperidinium spp.				ICE11-96		cells/L
84.2	Protoperidinium spp.				ICE11-175		cells/L
63.2	Protoperidinium spp.				ICE11-252		cells/L
21.5	Protoperidinium spp.						cells/L
21.5	Protoperidinium spp.				ICE11-331		cells/L
15.3	Protoperidinium spp.				ICE11-332		cells/L
15.3	Protoperidinium spp.				ICE11-333		cells/L
126.3	Protoperidinium spp.				ICE11-334		cells/L
147.4	Protoperidinium spp.						cells/L
42.2	Protoperidinium spp.				ICE11-667		cells/L
21.5	Protoperidinium spp.				ICE11-775		cells/L
42.2	Protoperidinium spp.				ICE11-777		cells/L
42.2	Protoperidinium spp.				ICE11-778		cells/L
21.5	Protoperidinium spp.				ICE11-745		cells/L
21.5	Protoperidinium spp.						cells/L
21.5	Protoperidinium spp.				ICE11-879		cells/L
84.2	Protoperidinium spp.				ICE11-880		cells/L
15.3	Protoperidinium spp.				ICE11-881		cells/L
42.2	Protoperidinium spp.				ICE11-864		cells/L
21.5	Protoperidinium spp.				ICE11-945		cells/L
63.2	Protoperidinium spp.				ICE11-947		cells/L
168.4	Protoperidinium spp.				ICE11-930		cells/L
15.3	Protoperidinium spp.				ICE11-994		cells/L
21.5	Protoperidinium spp.				ICE11-995		cells/L
21.5	Protoperidinium spp.				ICE11-996		cells/L
21.5	Protoperidinium spp.				ICE11-1058		cells/L
21.5	Protoperidinium spp.				ICE11-1059		cells/L
126.3	Protoperidinium spp.				ICE11-1060		cells/L
42.2	Protoperidinium spp.				ICE11-1061		cells/L
63.2	Protoperidinium spp.				ICE11-1062		cells/L
42.2	Protoperidinium spp.				ICE11-1132		cells/L
42.2	Protoperidinium spp.				ICE11-1133		cells/L
21.5	Protoperidinium spp.				ICE11-1134		cells/L
42.2	Protoperidinium spp.				ICE11-1196		cells/L
42.2	Protoperidinium spp.				ICE11-1197		cells/L
126.3	Protoperidinium spp.				ICE11-1198		cells/L
63.2	Protoperidinium spp.				ICE11-1199		cells/L
21.5	Protoperidinium spp.				ICE11-1200		cells/L
63.2	Protoperidinium spp.				ICE11-1263		cells/L
21.5	Protoperidinium spp.				ICE11-1264		cells/L
42.2	Protoperidinium spp.				ICE11-1265		cells/L
42.2	Protoperidinium spp.				ICE11-1266		cells/L
42.2	Protoperidinium spp.				ICE11-1329		cells/L
15.3	Protoperidinium spp.				ICE11-1330		cells/L
63.2	Protoperidinium spp.				ICE11-1331		cells/L
189.5	Protoperidinium spp.				ICE11-1332		cells/L
21.5	Protoperidinium spp.				ICE11-1399		cells/L
126.3	Protoperidinium spp.				ICE11-1401		cells/L
84.2	Protoperidinium spp.				ICE11-1402		cells/L
63.2	Protoperidinium spp.				ICE11-1403		cells/L
42.2	Protoperidinium spp.				ICE11-1472		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-96		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-252		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-332		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-333		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-334		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-667		cells/L
84.2	Dinoflagellate thecate	>	40		ICE11-778		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-880		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-881		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-864		cells/L
63.2	Dinoflagellate thecate	>	40		ICE11-947		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-930		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-994		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-995		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-1059		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-1060		cells/L
147.4	Dinoflagellate thecate	>	40		ICE11-1061		cells/L
147.4	Dinoflagellate thecate	>	40		ICE11-1062		cells/L
63.2	Dinoflagellate thecate	>	40		ICE11-1132		cells/L
63.2	Dinoflagellate thecate	>	40		ICE11-1133		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-1134		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-1196		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-1197		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-1198		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-1200		cells/L
21.5	Dinoflagellate thecate	>	40		ICE11-1263		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-1266		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-1329		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-1330		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-1331		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-1332		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-1399		cells/L
42.2	Dinoflagellate thecate	>	40		ICE11-1401		cells/L
63.2	Dinoflagellate thecate	>	40		ICE11-1402		cells/L
15.3	Dinoflagellate thecate	>	40		ICE11-1403		cells/L
63.2	Dinoflagellate thecate	>	40		ICE11-1472		cells/L
21.5	Gymnodinium sp.	>	40		ICE11-776		cells/L
21.5	Gymnodinium sp.	>	40		ICE11-777		cells/L
147.4	Gymnodinium sp.	>	40		ICE11-778		cells/L
21.5	Gymnodinium sp.	>	40		ICE11-745		cells/L
15.3	Gyrodinium sp.	>	40		ICE11-34		cells/L
126.3	Gyrodinium sp.	>	40		ICE11-96		cells/L
42.2	Gyrodinium sp.	>	40		ICE11-456		cells/L
252.6	Gyrodinium sp.	>	40		ICE11-175		cells/L
55.3	Gyrodinium sp.	>	40		ICE11-252		cells/L
631.6	Gyrodinium sp.	>	40				cells/L
21.5	Gyrodinium sp.	>	40		ICE11-330		cells/L
21.5	Gyrodinium sp.	>	40		ICE11-331		cells/L
273.7	Gyrodinium sp.	>	40		ICE11-332		cells/L
589.5	Gyrodinium sp.	>	40		ICE11-333		cells/L
568.4	Gyrodinium sp.	>	40		ICE11-334		cells/L
336.8	Gyrodinium sp.	>	40				cells/L
63.2	Gyrodinium sp.	>	40		ICE11-418		cells/L
168.4	Gyrodinium sp.	>	40		ICE11-667		cells/L
42.2	Gyrodinium sp.	>	40		ICE11-775		cells/L
42.2	Gyrodinium sp.	>	40		ICE11-776		cells/L
15.3	Gyrodinium sp.	>	40		ICE11-777		cells/L
252.6	Gyrodinium sp.	>	40		ICE11-778		cells/L
4	Gyrodinium sp.	>	40		ICE11-745		cells/L
147.4	Gyrodinium sp.	>	40				cells/L
231.6	Gyrodinium sp.	>	40		ICE11-879		cells/L
357.9	Gyrodinium sp.	>	40		ICE11-880		cells/L
421.5	Gyrodinium sp.	>	40		ICE11-881		cells/L
884.2	Gyrodinium sp.	>	40		ICE11-864		cells/L
42.2	Gyrodinium sp.	>	40		ICE11-944		cells/L
84.2	Gyrodinium sp.	>	40		ICE11-945		cells/L
